id;age;gender;race;driving_experience;education;income;credit_score;vehicle_ownership;vehicle_year;married;children;postal_code;annual_mileage;vehicle_type;speeding_violations;DUIs;past_accidents;outcome
501906;26-39;female;majority;10-19y;none;working class;0.5969627792495601;TRUE;after 2015;TRUE;FALSE;10238;11000.0;sedan;2;0;1;FALSE
837820;40-64;female;minority;20-29y;university;upper class;0.5599157372912646;TRUE;after 2015;TRUE;FALSE;32765;17000.0;sedan;1;1;0;FALSE
459931;40-64;female;minority;20-29y;university;middle class;0.6003341486734926;FALSE;before 2015;FALSE;TRUE;10238;14000.0;sedan;1;0;3;FALSE
63648;26-39;female;majority;10-19y;high school;poverty;0.2902069116355317;FALSE;before 2015;FALSE;FALSE;10238;16000.0;sports car;1;0;0;TRUE
487378;40-64;female;majority;20-29y;high school;working class;0.5468430438250886;FALSE;before 2015;FALSE;TRUE;10238;9000.0;sedan;3;0;2;FALSE
87522;40-64;female;majority;10-19y;none;working class;0.4994842253450598;FALSE;before 2015;FALSE;TRUE;10238;13000.0;sedan;0;0;0;FALSE
719772;40-64;female;minority;20-29y;high school;upper class;0.6128967758260766;TRUE;after 2015;TRUE;TRUE;10238;13000.0;sedan;0;0;0;FALSE
315745;40-64;female;minority;0-9y;high school;working class;0.3913905444971415;TRUE;before 2015;TRUE;FALSE;10238;14000.0;sedan;0;0;0;FALSE
85714;40-64;female;majority;20-29y;high school;middle class;0.4889530344800872;TRUE;before 2015;FALSE;FALSE;92101;18000.0;sedan;0;0;1;FALSE
189455;40-64;female;majority;20-29y;university;upper class;0.5962166787982206;TRUE;after 2015;TRUE;TRUE;10238;9000.0;sedan;0;0;0;FALSE
379039;26-39;female;majority;10-19y;none;poverty;0.3288220420707868;TRUE;before 2015;TRUE;TRUE;10238;14000.0;sedan;1;0;1;FALSE
529498;16-25;male;majority;0-9y;none;poverty;;FALSE;before 2015;FALSE;FALSE;10238;13000.0;sedan;0;0;0;TRUE
99292;40-64;female;minority;20-29y;high school;middle class;;TRUE;after 2015;TRUE;TRUE;10238;10000.0;sedan;3;0;0;FALSE
205417;40-64;male;majority;20-29y;university;upper class;0.7326876616299971;TRUE;after 2015;TRUE;TRUE;32765;11000.0;sedan;8;1;2;FALSE
881876;26-39;male;majority;10-19y;high school;working class;;TRUE;before 2015;FALSE;FALSE;92101;14000.0;sedan;1;0;0;FALSE
643618;65+;female;minority;0-9y;high school;upper class;0.5944769038293404;FALSE;after 2015;TRUE;TRUE;10238;14000.0;sedan;0;0;0;FALSE
227900;16-25;female;minority;0-9y;high school;poverty;0.239237292465458;FALSE;after 2015;FALSE;FALSE;10238;15000.0;sedan;0;0;0;FALSE
958732;26-39;female;majority;0-9y;university;upper class;0.654758523557963;TRUE;before 2015;FALSE;TRUE;32765;11000.0;sedan;0;0;0;TRUE
522707;65+;male;majority;30y+;high school;upper class;0.5944585157381121;TRUE;before 2015;TRUE;FALSE;10238;14000.0;sedan;4;0;4;FALSE
647491;40-64;female;majority;20-29y;high school;upper class;0.545037688684192;TRUE;before 2015;TRUE;FALSE;32765;12000.0;sedan;1;2;1;FALSE
636886;16-25;male;majority;0-9y;high school;middle class;0.4243746466627321;TRUE;before 2015;TRUE;FALSE;10238;15000.0;sports car;0;0;0;TRUE
956165;16-25;male;majority;0-9y;high school;working class;0.2924216807627052;FALSE;before 2015;FALSE;FALSE;10238;12000.0;sedan;0;0;0;TRUE
582975;40-64;female;majority;20-29y;high school;middle class;0.6000895688751031;TRUE;before 2015;TRUE;TRUE;10238;10000.0;sedan;2;0;1;FALSE
801201;16-25;male;majority;0-9y;high school;poverty;0.2795792338887905;TRUE;before 2015;FALSE;TRUE;32765;7000.0;sedan;0;0;0;TRUE
930000;26-39;female;minority;0-9y;none;working class;0.5900170607758642;FALSE;before 2015;TRUE;FALSE;32765;;sedan;0;0;0;FALSE
602525;26-39;male;majority;0-9y;none;poverty;0.3618763212555671;FALSE;before 2015;TRUE;TRUE;10238;9000.0;sedan;0;0;0;TRUE
795747;40-64;male;majority;20-29y;high school;working class;0.5595152009839386;TRUE;before 2015;TRUE;TRUE;32765;10000.0;sedan;6;3;1;FALSE
304304;26-39;male;majority;10-19y;high school;middle class;0.2292753633984657;TRUE;before 2015;TRUE;TRUE;32765;8000.0;sedan;3;0;2;FALSE
761953;65+;male;majority;30y+;university;upper class;0.6360258083796877;FALSE;before 2015;TRUE;TRUE;10238;11000.0;sedan;8;1;9;FALSE
94241;26-39;female;majority;10-19y;university;middle class;0.4920460979337053;TRUE;before 2015;TRUE;TRUE;10238;12000.0;sedan;1;0;0;FALSE
774917;65+;female;majority;20-29y;university;upper class;0.6645208041519342;TRUE;before 2015;TRUE;TRUE;21217;10000.0;sedan;2;0;0;TRUE
692522;40-64;male;minority;20-29y;high school;upper class;0.5134071870775959;TRUE;after 2015;TRUE;TRUE;32765;10000.0;sedan;9;0;2;FALSE
229265;40-64;male;majority;20-29y;high school;upper class;0.4144222255873609;TRUE;after 2015;TRUE;TRUE;10238;14000.0;sedan;1;0;4;FALSE
516195;26-39;female;majority;10-19y;high school;poverty;0.33832066859803234;TRUE;before 2015;FALSE;TRUE;10238;15000.0;sedan;1;0;0;FALSE
632980;26-39;male;majority;10-19y;university;middle class;0.5838111791901199;TRUE;before 2015;TRUE;TRUE;32765;11000.0;sedan;0;1;0;FALSE
356154;26-39;female;majority;10-19y;high school;middle class;0.6050756232722501;TRUE;before 2015;TRUE;FALSE;10238;;sedan;3;0;2;FALSE
570724;26-39;female;majority;10-19y;university;upper class;0.8110580664014475;TRUE;after 2015;TRUE;TRUE;32765;9000.0;sedan;4;0;0;FALSE
486983;26-39;female;majority;10-19y;none;working class;0.6165478094400887;FALSE;after 2015;FALSE;FALSE;10238;16000.0;sedan;2;1;0;FALSE
40228;26-39;male;majority;10-19y;none;working class;0.6939218716430463;FALSE;before 2015;FALSE;TRUE;32765;11000.0;sedan;2;0;0;TRUE
548605;16-25;male;majority;0-9y;university;poverty;0.3600840439351249;TRUE;before 2015;FALSE;TRUE;32765;;sedan;0;0;0;TRUE
788956;40-64;female;majority;20-29y;high school;upper class;0.6872984522417026;TRUE;after 2015;TRUE;TRUE;10238;12000.0;sedan;6;1;2;FALSE
841372;65+;female;majority;30y+;high school;upper class;0.5996956646686804;FALSE;before 2015;FALSE;TRUE;10238;13000.0;sedan;2;0;2;FALSE
958076;16-25;male;majority;0-9y;university;upper class;0.6932730562505753;TRUE;before 2015;TRUE;FALSE;92101;15000.0;sedan;0;0;0;FALSE
43625;26-39;male;majority;10-19y;university;upper class;0.3308566737384718;TRUE;after 2015;FALSE;TRUE;10238;;sedan;3;1;2;FALSE
642092;65+;female;majority;30y+;high school;middle class;0.5657720983137879;TRUE;before 2015;TRUE;TRUE;32765;10000.0;sedan;3;0;2;FALSE
829408;26-39;female;minority;0-9y;university;upper class;0.6573121349168785;FALSE;after 2015;FALSE;FALSE;10238;13000.0;sedan;0;0;0;FALSE
429601;26-39;female;majority;0-9y;university;working class;0.5238648570285495;TRUE;after 2015;TRUE;TRUE;10238;9000.0;sedan;0;0;0;FALSE
353731;40-64;male;minority;20-29y;none;middle class;0.3637436901420261;TRUE;before 2015;TRUE;TRUE;10238;11000.0;sedan;4;1;3;FALSE
78985;40-64;female;majority;20-29y;high school;upper class;0.7340414416940386;TRUE;before 2015;TRUE;TRUE;10238;;sedan;2;0;1;FALSE
626051;16-25;male;minority;0-9y;high school;poverty;0.4861063085385872;TRUE;before 2015;FALSE;TRUE;32765;5000.0;sedan;0;0;0;FALSE
843068;40-64;female;majority;20-29y;university;upper class;;TRUE;before 2015;FALSE;TRUE;32765;9000.0;sedan;2;0;0;FALSE
733509;40-64;female;majority;20-29y;high school;poverty;0.4743964121917534;FALSE;before 2015;TRUE;FALSE;10238;13000.0;sedan;5;2;6;FALSE
579072;40-64;female;majority;10-19y;high school;middle class;0.43150687719255176;TRUE;before 2015;TRUE;TRUE;92101;15000.0;sedan;0;0;0;TRUE
247930;26-39;male;majority;10-19y;high school;working class;0.5746291487013679;TRUE;after 2015;TRUE;FALSE;10238;14000.0;sedan;0;0;1;FALSE
583619;40-64;female;majority;0-9y;university;middle class;0.6069088408199534;TRUE;before 2015;TRUE;TRUE;10238;10000.0;sedan;0;0;0;FALSE
261194;26-39;male;majority;0-9y;high school;upper class;0.6597415729056748;TRUE;after 2015;FALSE;TRUE;10238;13000.0;sedan;0;0;0;FALSE
291441;16-25;female;majority;0-9y;high school;working class;0.5468524546537378;FALSE;after 2015;FALSE;FALSE;10238;15000.0;sedan;0;0;0;TRUE
959649;26-39;female;minority;0-9y;high school;upper class;0.6331577699602148;TRUE;before 2015;TRUE;TRUE;32765;3000.0;sedan;0;0;0;TRUE
957656;65+;male;majority;20-29y;high school;middle class;0.6404256230186519;TRUE;after 2015;TRUE;TRUE;10238;10000.0;sedan;1;0;4;FALSE
39893;40-64;female;majority;20-29y;none;middle class;0.4712685598165698;TRUE;before 2015;TRUE;TRUE;10238;7000.0;sedan;4;0;0;FALSE
569220;26-39;male;majority;10-19y;none;working class;0.4863769900569829;FALSE;after 2015;FALSE;TRUE;10238;;sedan;0;0;2;FALSE
551688;40-64;female;majority;10-19y;university;upper class;0.7699371488819384;FALSE;after 2015;FALSE;TRUE;32765;7000.0;sedan;2;0;1;TRUE
873361;65+;male;majority;30y+;high school;upper class;0.5127228689047442;TRUE;after 2015;FALSE;FALSE;10238;14000.0;sedan;1;2;3;FALSE
336163;40-64;female;majority;0-9y;university;upper class;0.8650769553530809;TRUE;after 2015;TRUE;TRUE;10238;8000.0;sedan;0;0;0;FALSE
875904;16-25;female;majority;0-9y;university;upper class;0.6124684841669664;TRUE;after 2015;TRUE;TRUE;32765;4000.0;sedan;0;0;0;FALSE
234352;40-64;male;majority;20-29y;university;upper class;;TRUE;before 2015;FALSE;TRUE;10238;12000.0;sedan;1;3;2;FALSE
44855;16-25;female;majority;0-9y;none;poverty;0.5092867506873217;FALSE;before 2015;FALSE;TRUE;10238;13000.0;sedan;0;0;0;TRUE
859676;26-39;male;majority;10-19y;high school;middle class;0.6191939666417331;TRUE;before 2015;FALSE;FALSE;10238;;sedan;1;0;0;FALSE
247107;26-39;male;majority;10-19y;high school;poverty;0.2256597356116017;FALSE;before 2015;FALSE;FALSE;10238;15000.0;sedan;0;0;4;TRUE
849205;40-64;male;majority;20-29y;high school;middle class;0.4374925466030241;FALSE;after 2015;FALSE;TRUE;10238;11000.0;sedan;6;0;0;FALSE
70922;16-25;female;majority;0-9y;high school;poverty;;TRUE;before 2015;FALSE;TRUE;32765;;sedan;0;0;0;TRUE
963823;65+;female;majority;30y+;university;upper class;;TRUE;before 2015;TRUE;TRUE;32765;3000.0;sedan;10;0;3;FALSE
693046;40-64;female;majority;0-9y;high school;middle class;0.518143953834333;TRUE;before 2015;TRUE;TRUE;10238;11000.0;sedan;0;0;0;TRUE
345209;40-64;female;majority;20-29y;high school;upper class;0.6303391775678869;TRUE;after 2015;TRUE;TRUE;32765;5000.0;sedan;0;1;1;FALSE
766071;26-39;female;majority;10-19y;university;working class;0.3452102040241184;TRUE;before 2015;FALSE;FALSE;10238;19000.0;sedan;0;1;0;FALSE
876978;40-64;female;majority;0-9y;high school;upper class;;TRUE;before 2015;TRUE;TRUE;10238;13000.0;sedan;0;0;0;TRUE
303044;16-25;female;majority;0-9y;high school;middle class;0.5559327515948029;TRUE;before 2015;TRUE;TRUE;32765;12000.0;sedan;0;0;0;TRUE
741452;16-25;female;minority;0-9y;high school;poverty;0.4575970504976258;TRUE;before 2015;FALSE;FALSE;10238;15000.0;sedan;0;0;0;FALSE
796372;16-25;male;majority;0-9y;university;working class;0.6513183939456508;FALSE;before 2015;FALSE;FALSE;10238;13000.0;sedan;0;0;0;TRUE
749220;26-39;female;majority;10-19y;university;upper class;0.5909761364191773;TRUE;after 2015;FALSE;FALSE;10238;14000.0;sedan;0;0;0;FALSE
386712;26-39;female;majority;10-19y;high school;middle class;0.4342809975252036;TRUE;before 2015;TRUE;TRUE;10238;11000.0;sedan;1;1;0;FALSE
779758;26-39;female;majority;0-9y;high school;middle class;;TRUE;before 2015;TRUE;TRUE;10238;;sedan;0;0;0;FALSE
146361;26-39;male;majority;10-19y;none;poverty;0.30098129184671035;FALSE;before 2015;TRUE;TRUE;32765;5000.0;sedan;4;0;3;TRUE
411365;26-39;male;majority;10-19y;university;working class;0.4474790749771535;FALSE;before 2015;TRUE;FALSE;10238;9000.0;sedan;2;0;1;FALSE
651342;40-64;male;majority;20-29y;high school;working class;0.51038152684021;TRUE;before 2015;FALSE;FALSE;10238;15000.0;sedan;2;0;5;FALSE
697130;65+;male;majority;30y+;high school;upper class;0.3974021678163336;TRUE;after 2015;TRUE;TRUE;10238;11000.0;sedan;7;0;4;FALSE
645370;65+;male;majority;30y+;university;upper class;;TRUE;before 2015;TRUE;TRUE;10238;6000.0;sedan;6;1;6;FALSE
908167;40-64;male;majority;10-19y;university;upper class;;TRUE;before 2015;TRUE;TRUE;92101;12000.0;sedan;2;0;0;TRUE
424515;65+;male;majority;30y+;university;upper class;0.7810158108961347;TRUE;before 2015;TRUE;TRUE;10238;10000.0;sedan;2;0;1;FALSE
479772;40-64;male;minority;20-29y;high school;middle class;0.31718157591176244;TRUE;before 2015;FALSE;TRUE;10238;15000.0;sedan;0;0;2;FALSE
854273;40-64;female;majority;0-9y;university;upper class;;TRUE;after 2015;TRUE;TRUE;32765;8000.0;sedan;0;0;0;FALSE
332598;40-64;male;majority;20-29y;none;upper class;0.5873143657537631;TRUE;before 2015;TRUE;TRUE;10238;13000.0;sedan;1;0;2;FALSE
167119;65+;male;majority;30y+;university;upper class;0.7347563670775583;TRUE;before 2015;TRUE;TRUE;10238;6000.0;sedan;7;0;9;FALSE
819534;65+;female;majority;20-29y;university;upper class;0.5083976199576173;TRUE;before 2015;TRUE;TRUE;92101;10000.0;sedan;2;1;1;FALSE
955794;65+;male;majority;0-9y;high school;upper class;0.5765068305992592;TRUE;before 2015;TRUE;TRUE;10238;14000.0;sedan;0;0;0;TRUE
62038;65+;male;majority;30y+;university;upper class;0.7286601324813126;TRUE;after 2015;TRUE;TRUE;10238;9000.0;sedan;4;3;4;FALSE
469767;16-25;female;majority;0-9y;none;poverty;0.4712409125588638;TRUE;before 2015;FALSE;FALSE;32765;12000.0;sedan;0;0;0;TRUE
50824;26-39;male;majority;10-19y;none;poverty;0.3555009229375722;FALSE;before 2015;FALSE;TRUE;32765;12000.0;sports car;0;1;3;FALSE
683927;40-64;female;majority;20-29y;university;middle class;0.5849341635897704;FALSE;before 2015;TRUE;TRUE;32765;7000.0;sedan;1;1;0;FALSE
180207;65+;male;majority;30y+;high school;upper class;0.5118001651135141;TRUE;after 2015;TRUE;TRUE;10238;;sedan;3;0;6;FALSE
664333;26-39;male;majority;10-19y;high school;poverty;0.3955453580326143;TRUE;before 2015;FALSE;TRUE;10238;12000.0;sedan;3;0;1;FALSE
430557;26-39;female;majority;10-19y;university;middle class;0.5409513034660882;TRUE;before 2015;FALSE;FALSE;10238;18000.0;sedan;0;0;0;FALSE
150339;26-39;male;majority;10-19y;none;working class;0.4505246603167246;TRUE;before 2015;TRUE;TRUE;10238;11000.0;sports car;1;0;1;FALSE
778230;65+;female;majority;30y+;university;upper class;0.6275676333855695;TRUE;before 2015;TRUE;FALSE;10238;13000.0;sedan;3;1;4;FALSE
106619;26-39;female;majority;10-19y;high school;upper class;0.8526945253806033;TRUE;before 2015;FALSE;TRUE;10238;13000.0;sedan;1;0;0;FALSE
255504;26-39;female;majority;10-19y;high school;working class;;FALSE;before 2015;TRUE;TRUE;10238;10000.0;sedan;1;0;1;TRUE
733619;26-39;male;majority;10-19y;university;upper class;0.5708669818485634;TRUE;after 2015;FALSE;FALSE;10238;14000.0;sedan;0;1;0;FALSE
711203;26-39;female;majority;10-19y;university;middle class;0.5035263513409084;TRUE;before 2015;FALSE;TRUE;10238;15000.0;sedan;1;0;0;TRUE
979002;40-64;male;majority;10-19y;university;upper class;;TRUE;before 2015;TRUE;TRUE;32765;7000.0;sedan;2;0;0;FALSE
349753;16-25;female;majority;0-9y;none;poverty;0.38823926831100897;TRUE;before 2015;FALSE;TRUE;32765;;sedan;0;0;0;FALSE
255616;26-39;female;majority;10-19y;high school;middle class;0.6058083800020564;TRUE;before 2015;FALSE;TRUE;32765;12000.0;sedan;2;0;0;TRUE
854652;26-39;male;majority;10-19y;high school;upper class;0.7139073299346723;TRUE;after 2015;TRUE;TRUE;10238;8000.0;sedan;0;1;4;FALSE
766854;40-64;female;majority;20-29y;high school;working class;0.41805254981075374;TRUE;before 2015;TRUE;TRUE;10238;11000.0;sedan;0;0;1;FALSE
827045;26-39;male;majority;0-9y;university;middle class;0.6037070998428994;FALSE;before 2015;FALSE;FALSE;10238;17000.0;sedan;0;0;0;TRUE
749612;65+;male;majority;10-19y;university;upper class;0.584608456109682;FALSE;before 2015;TRUE;TRUE;10238;13000.0;sedan;0;1;2;FALSE
239854;16-25;male;majority;0-9y;high school;poverty;;TRUE;before 2015;FALSE;FALSE;32765;14000.0;sports car;0;0;0;FALSE
80167;40-64;female;majority;20-29y;university;upper class;0.7658383224497411;TRUE;before 2015;TRUE;TRUE;10238;14000.0;sports car;1;0;2;FALSE
221234;26-39;male;majority;10-19y;none;working class;0.31954592102673995;FALSE;before 2015;FALSE;TRUE;10238;11000.0;sedan;0;1;3;TRUE
596082;16-25;female;majority;0-9y;university;poverty;0.26210069091870425;TRUE;before 2015;FALSE;TRUE;92101;14000.0;sedan;0;0;0;FALSE
100720;26-39;male;majority;10-19y;university;middle class;0.4856002685685674;TRUE;before 2015;FALSE;FALSE;32765;12000.0;sedan;3;0;0;TRUE
866552;40-64;female;majority;20-29y;university;upper class;0.6113387710090395;TRUE;before 2015;TRUE;FALSE;10238;11000.0;sedan;0;0;0;FALSE
702004;40-64;female;majority;0-9y;university;upper class;0.547731741672538;TRUE;before 2015;FALSE;TRUE;32765;;sports car;0;0;0;TRUE
503181;16-25;female;majority;0-9y;none;poverty;0.3482717006159108;FALSE;before 2015;TRUE;TRUE;10238;8000.0;sedan;0;0;0;FALSE
436399;16-25;female;minority;0-9y;high school;poverty;0.2359715462607108;TRUE;before 2015;FALSE;FALSE;10238;18000.0;sedan;0;0;0;FALSE
910245;26-39;female;minority;0-9y;none;working class;0.4060786898349925;FALSE;before 2015;FALSE;TRUE;10238;13000.0;sedan;0;0;0;TRUE
399483;65+;male;majority;30y+;university;upper class;0.573339898568441;TRUE;before 2015;FALSE;TRUE;10238;10000.0;sedan;5;0;7;FALSE
766429;40-64;female;majority;20-29y;high school;middle class;0.6110940512740566;TRUE;before 2015;FALSE;TRUE;10238;10000.0;sedan;3;0;2;FALSE
560473;26-39;male;majority;10-19y;university;middle class;0.6712216702067488;TRUE;before 2015;FALSE;FALSE;10238;17000.0;sedan;2;0;0;TRUE
295456;16-25;female;majority;0-9y;high school;working class;0.37536270616179934;FALSE;after 2015;FALSE;TRUE;10238;14000.0;sedan;0;0;0;FALSE
963365;65+;male;majority;30y+;high school;middle class;0.5617405020058411;TRUE;after 2015;TRUE;FALSE;32765;14000.0;sedan;6;0;2;FALSE
561813;16-25;female;minority;0-9y;high school;working class;0.548657389784573;TRUE;before 2015;FALSE;FALSE;32765;16000.0;sedan;0;0;0;TRUE
447646;65+;male;majority;30y+;high school;upper class;0.6050525422768438;TRUE;after 2015;TRUE;TRUE;10238;11000.0;sedan;8;0;3;FALSE
249074;16-25;male;majority;0-9y;high school;poverty;0.2928223358851285;FALSE;before 2015;FALSE;TRUE;32765;10000.0;sedan;0;0;0;TRUE
513940;65+;male;majority;10-19y;university;upper class;0.6066589529874641;TRUE;before 2015;TRUE;TRUE;92101;12000.0;sports car;1;0;0;TRUE
761223;26-39;female;minority;0-9y;university;middle class;0.5358403859005467;TRUE;before 2015;TRUE;FALSE;10238;12000.0;sedan;0;0;0;FALSE
261699;65+;female;minority;30y+;university;upper class;0.7383996023443815;TRUE;after 2015;FALSE;TRUE;10238;16000.0;sedan;1;0;1;FALSE
535293;16-25;female;majority;0-9y;high school;working class;0.3833147491990453;TRUE;before 2015;FALSE;FALSE;10238;15000.0;sedan;0;0;0;TRUE
200116;26-39;male;majority;10-19y;high school;working class;;TRUE;before 2015;FALSE;TRUE;10238;13000.0;sports car;2;0;2;FALSE
28541;26-39;male;majority;10-19y;none;working class;0.4952767419940733;TRUE;before 2015;FALSE;FALSE;10238;12000.0;sedan;1;0;3;TRUE
509716;16-25;male;majority;0-9y;university;poverty;0.4009780682608883;TRUE;after 2015;FALSE;TRUE;10238;15000.0;sedan;0;0;0;FALSE
622657;40-64;female;majority;20-29y;high school;upper class;;FALSE;before 2015;TRUE;TRUE;32765;8000.0;sedan;2;1;1;FALSE
548627;65+;male;majority;30y+;university;upper class;0.5777705296614133;TRUE;after 2015;TRUE;TRUE;10238;12000.0;sedan;5;2;5;FALSE
824203;40-64;male;majority;10-19y;high school;middle class;0.5084156821111837;TRUE;before 2015;TRUE;FALSE;32765;;sedan;3;0;0;FALSE
562564;26-39;female;majority;10-19y;university;upper class;0.8327923827915409;TRUE;before 2015;TRUE;TRUE;10238;14000.0;sedan;2;0;2;FALSE
220010;40-64;male;majority;10-19y;high school;middle class;0.4359576015508167;TRUE;after 2015;TRUE;TRUE;10238;9000.0;sedan;4;1;2;FALSE
501359;16-25;male;majority;0-9y;high school;middle class;0.4779712932320399;FALSE;before 2015;FALSE;FALSE;10238;14000.0;sedan;0;0;0;TRUE
218598;40-64;male;majority;20-29y;university;middle class;0.4501764104829549;FALSE;after 2015;TRUE;FALSE;10238;12000.0;sedan;5;1;0;FALSE
806500;16-25;female;majority;0-9y;high school;poverty;0.4072467866003519;FALSE;before 2015;FALSE;TRUE;10238;;sedan;0;0;0;TRUE
210978;40-64;female;majority;0-9y;high school;working class;0.5321225124933344;FALSE;before 2015;FALSE;FALSE;10238;16000.0;sedan;0;0;0;TRUE
160719;26-39;female;majority;10-19y;university;middle class;0.5351371977032543;TRUE;before 2015;TRUE;FALSE;10238;12000.0;sedan;0;0;2;FALSE
73781;40-64;female;majority;0-9y;university;upper class;0.6170336467528514;FALSE;before 2015;FALSE;TRUE;32765;10000.0;sedan;0;0;0;TRUE
123572;40-64;female;majority;0-9y;none;working class;0.5786031306097281;TRUE;before 2015;TRUE;TRUE;10238;12000.0;sedan;0;0;0;TRUE
174681;26-39;male;majority;10-19y;university;middle class;0.5571804876973983;FALSE;before 2015;FALSE;FALSE;32765;15000.0;sedan;1;0;3;FALSE
626675;65+;male;majority;30y+;high school;upper class;0.7494278169433513;TRUE;after 2015;TRUE;TRUE;10238;9000.0;sedan;7;1;6;FALSE
252367;26-39;male;majority;0-9y;none;working class;0.35953851996424363;TRUE;before 2015;TRUE;TRUE;32765;9000.0;sedan;0;0;0;FALSE
219553;26-39;male;majority;10-19y;university;upper class;0.7492616372893721;TRUE;before 2015;FALSE;FALSE;10238;13000.0;sedan;0;0;0;FALSE
527488;16-25;female;majority;0-9y;high school;poverty;0.15739682204908892;TRUE;before 2015;FALSE;FALSE;10238;15000.0;sedan;0;0;0;FALSE
243634;16-25;male;majority;0-9y;university;middle class;0.4990858950667509;TRUE;before 2015;FALSE;FALSE;10238;;sedan;0;0;0;TRUE
468259;16-25;male;majority;0-9y;high school;middle class;;TRUE;before 2015;FALSE;FALSE;10238;13000.0;sedan;0;0;0;FALSE
508925;16-25;female;majority;0-9y;high school;poverty;0.4724195112793811;FALSE;before 2015;FALSE;TRUE;10238;11000.0;sedan;0;0;0;TRUE
477198;16-25;male;majority;0-9y;none;poverty;0.26525567512812304;FALSE;before 2015;FALSE;FALSE;92101;14000.0;sedan;0;0;0;TRUE
971241;26-39;female;majority;10-19y;university;upper class;0.6175759911698873;TRUE;after 2015;FALSE;TRUE;10238;15000.0;sedan;0;1;0;FALSE
38261;65+;male;majority;20-29y;high school;middle class;0.4308247424408329;TRUE;after 2015;TRUE;TRUE;32765;5000.0;sedan;9;2;0;FALSE
196960;26-39;female;majority;0-9y;none;working class;0.3805381145497736;FALSE;before 2015;TRUE;TRUE;10238;10000.0;sedan;0;0;0;TRUE
576583;26-39;female;majority;0-9y;high school;working class;0.395930988823429;FALSE;before 2015;FALSE;TRUE;10238;11000.0;sedan;0;0;0;FALSE
472205;40-64;female;majority;20-29y;university;upper class;;TRUE;before 2015;TRUE;TRUE;32765;11000.0;sedan;3;1;0;FALSE
968469;65+;male;majority;20-29y;high school;upper class;0.5614435674391676;TRUE;after 2015;TRUE;TRUE;32765;8000.0;sedan;8;0;2;FALSE
288419;65+;female;majority;30y+;university;upper class;0.5336770829727767;TRUE;after 2015;TRUE;TRUE;10238;7000.0;sedan;2;0;6;FALSE
253649;40-64;male;majority;10-19y;university;upper class;0.4876152902483951;TRUE;before 2015;TRUE;TRUE;10238;9000.0;sedan;1;0;2;FALSE
7893;40-64;female;majority;10-19y;none;working class;0.1853336147606677;TRUE;after 2015;FALSE;TRUE;32765;14000.0;sedan;0;0;0;FALSE
904196;40-64;male;minority;10-19y;university;upper class;0.6062649561711828;TRUE;after 2015;TRUE;TRUE;92101;;sedan;0;0;0;FALSE
546446;65+;female;majority;0-9y;university;upper class;;TRUE;after 2015;TRUE;TRUE;10238;14000.0;sedan;0;0;0;FALSE
998986;16-25;male;majority;0-9y;university;working class;0.4085902360965293;TRUE;before 2015;FALSE;FALSE;10238;15000.0;sedan;0;0;0;TRUE
757742;16-25;male;majority;0-9y;high school;middle class;0.6249809168792333;TRUE;after 2015;FALSE;FALSE;10238;18000.0;sedan;0;0;0;FALSE
832177;65+;female;majority;0-9y;high school;upper class;0.6095431989409578;TRUE;before 2015;TRUE;TRUE;10238;10000.0;sedan;0;0;0;TRUE
156807;65+;male;majority;20-29y;university;upper class;0.6465297264942811;TRUE;before 2015;TRUE;TRUE;10238;6000.0;sedan;3;1;5;FALSE
734041;40-64;male;majority;10-19y;university;upper class;0.7281988113253196;FALSE;before 2015;TRUE;TRUE;10238;7000.0;sedan;1;0;2;FALSE
524160;40-64;female;minority;20-29y;none;middle class;0.4266129328847592;FALSE;before 2015;TRUE;TRUE;32765;9000.0;sedan;9;0;1;FALSE
386225;16-25;female;majority;0-9y;high school;upper class;0.4693514628560762;TRUE;before 2015;TRUE;TRUE;32765;7000.0;sedan;0;0;0;FALSE
883104;40-64;female;majority;20-29y;university;upper class;0.6874928008429386;TRUE;after 2015;TRUE;TRUE;10238;8000.0;sports car;2;0;5;FALSE
323571;26-39;female;majority;10-19y;none;poverty;0.5225219977867602;FALSE;before 2015;FALSE;FALSE;10238;;sedan;1;0;0;TRUE
727175;65+;female;minority;10-19y;high school;upper class;0.6353269734201827;TRUE;before 2015;TRUE;TRUE;10238;11000.0;sedan;0;0;0;FALSE
891890;16-25;female;majority;0-9y;none;poverty;0.3507586259917119;TRUE;before 2015;TRUE;TRUE;10238;7000.0;sedan;0;0;0;FALSE
195034;26-39;female;majority;10-19y;none;working class;0.4486882510438408;FALSE;before 2015;FALSE;TRUE;92101;13000.0;sedan;0;0;1;TRUE
499069;16-25;female;majority;0-9y;high school;middle class;0.2776304436538508;TRUE;after 2015;TRUE;TRUE;10238;12000.0;sports car;0;0;0;FALSE
135363;26-39;female;majority;10-19y;high school;poverty;0.38361408042273176;FALSE;after 2015;FALSE;FALSE;10238;15000.0;sedan;1;0;0;FALSE
745958;40-64;female;majority;20-29y;high school;middle class;0.5461994612154668;FALSE;before 2015;FALSE;FALSE;10238;9000.0;sedan;4;0;4;FALSE
368197;16-25;male;majority;0-9y;high school;working class;0.3613318581329491;TRUE;before 2015;FALSE;TRUE;32765;11000.0;sedan;0;0;0;TRUE
